id_candidatura,nome_urna,nome_candidato,fb_id,nome_cidade,sigla_estado,numero_partido,nota_partido,sigla_partido,Adoção por famílias LGBTs,Respeito à identidade de gênero de pessoas trans,Cota para mulheres no legislativo,Igualdade de gênero e raça nas escolas,Ações afirmativas raciais,Estado Laico,Combate à violência contra mulher,Descriminalização do aborto,Criminalização da LGBTfobia,Desmilitarização da polícia,Desapropriação por interesse social,Defesa do meio ambiente,Orçamento participativo,Transparência,votos_recebidos,cor_tse,genero,situacao_candidatura,situacao_eleitoral
757,Valter Luis,Valter Luis,10206925195115075,Santa Bárbara d'Oeste,SP,25,14,DEM,S,S,S,S,S,S,S,S,S,S,S,S,S,S,50,PARDA,MASCULINO,DEFERIDO,NÃO ELEITO
442,Vinicius Escobar,Vinicius Escobar,942105122566451,Porto Alegre,RS,11,15,PP,S,S,S,S,N,N,S,S,S,N,N,N,S,S,1276,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
790,Anderson Severiano,Anderson Severiano Gomes,1373860295975365,São Paulo,SP,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,2220,PRETA,MASCULINO,DEFERIDO,SUPLENTE
275,Margot Jung,Margot Jung,10205399403224469,Maringá,PR,13,90,PT,S,S,S,S,S,S,S,S,S,S,S,S,S,S,793,BRANCA,FEMININO,DEFERIDO,SUPLENTE
85,Mateus Braga,Mateus Braga,963059653802717,João Monlevade,MG,23,68,PPS,S,N,S,S,S,S,S,S,S,N,S,S,S,S,239,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
840,Osmano,Osmano Torres de Brito,898955620247819,Araguanã,TO,13,90,PT,N,N,S,S,S,N,S,N,S,N,S,S,S,S,47,PARDA,MASCULINO,DEFERIDO,SUPLENTE
654,MARIANA ARON,Maroca Aron,10153724198912016,São Paulo,SP,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,1831,BRANCA,FEMININO,DEFERIDO,SUPLENTE
651,HENRI MAEDA,Henri Maeda,10210700650218498,Campinas,SP,14,36,PTB,N,N,N,N,N,N,N,N,S,N,S,N,S,S,1177,PARDA,MASCULINO,DEFERIDO,SUPLENTE
324,PROF. VALERIA VALENTE,Valeria Valente,928696580592777,Rio de Janeiro,RJ,77,34,SD,S,S,S,S,N,S,N,N,S,S,S,S,S,S,258,PRETA,FEMININO,DEFERIDO,SUPLENTE
300,ANDERSON DA CONSTRU RIO,Anderson Luiz Luiz,1124384347640355,Rio de Janeiro,RJ,33,38,PMN,S,S,S,S,S,S,S,S,S,N,S,S,S,S,201,PRETA,MASCULINO,DEFERIDO,SUPLENTE
88,Hermés Bento,Hermés Bento,1108241482592656,São Lourenço,MG,13,90,PT,S,S,S,S,S,S,S,S,S,S,S,S,S,S,114,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
302,Ivone Pita,Ivone Pita,284062851975417,Rio de Janeiro,RJ,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,1892,BRANCA,FEMININO,DEFERIDO,SUPLENTE
778,geisel,Geisel Barbosa,1175721255821097,Igarapava,SP,15,39,PMDB,N,S,N,S,N,N,S,N,N,N,S,N,S,S,77,PARDA,MASCULINO,DEFERIDO,SUPLENTE
180,Rique Peres,Rique Peres,1090749651001225,Campina Grande,PB,65,91,PC do B,S,S,S,S,S,S,S,S,S,S,S,S,S,S,461,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
354,Fernando Lima,Fernando Lima,10205552388247755,Rio de Janeiro,RJ,18,73,REDE,S,S,S,S,S,N,S,N,S,S,S,N,S,S,374,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
696,André Marangoni,André Luiz Marangoni,1076946279009514,Sales Oliveira,SP,11,15,PP,S,S,S,N,S,S,S,N,S,N,S,N,S,S,72,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
758,Caroline Germano,Caroline Ohki Germano,10202203229439538,Ibiúna,SP,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,83,PARDA,FEMININO,DEFERIDO,NÃO ELEITO
733,Alvaro Tasso,Alvaro Tasso,1118696464852489,Campinas,SP,15,39,PMDB,S,S,S,S,S,N,S,S,N,N,S,N,S,S,427,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
101,Dr. Éverton,Everton De Lima Oliveira,1406561136027373,Guaxupé,MG,13,90,PT,S,S,S,S,S,S,S,S,S,S,S,S,S,S,250,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
317,Rafael Fioratto,Rafael Fioratto,1323470661026575,Itatiaia,RJ,31,30,PHS,S,N,N,S,N,S,S,N,S,S,S,S,S,S,165,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
318,PROFESSOR MARCUS MENEZES,Marcus Menezes,10208563238173295,Rio de Janeiro,RJ,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,2002,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
734,RAFAEL GUIMARÃES,Rafael Guimarães,1182383505161441,Juquiá,SP,15,39,PMDB,S,N,N,S,N,S,S,S,S,N,S,S,S,S,98,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
627,Agnes Helena,Agnes Helena,10209093377026126,São Paulo,SP,30,50,NOVO,S,S,N,S,N,S,S,S,N,N,N,N,S,S,1902,BRANCA,FEMININO,DEFERIDO,SUPLENTE
762,ROMILDO PIAUÍ,Romildo Lima De Andrade Rocha,208806669535510,São Paulo,SP,65,91,PC do B,S,S,S,S,S,S,S,N,S,N,S,S,S,S,75,PARDA,MASCULINO,DEFERIDO,NÃO ELEITO
486,Jessica Michels,Jessica Michels,1395641487120268,Joinville,SC,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,1913,BRANCA,FEMININO,DEFERIDO,NÃO ELEITO
747,Márcio Barboza,Marcio Barboza,10208495309075273,São Paulo,SP,14,36,PTB,N,S,S,S,N,S,S,N,S,N,S,S,S,S,980,PRETA,MASCULINO,DEFERIDO,SUPLENTE
142,Leonardo Quintino,Leonardo Quintino,10208221904769891,Belo Horizonte,MG,19,54,PTN,S,S,S,S,S,S,S,S,S,N,S,S,S,S,235,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
368,Babi Fabricia,Babi Fabricia Maldonado,1296978253668122,Rio de Janeiro,RJ,55,14,PSD,S,S,S,S,S,S,S,S,S,S,S,S,S,S,124,BRANCA,FEMININO,DEFERIDO,SUPLENTE
548,BIA TAXISTA,Bia Querido,10207681682663221,São Paulo,SP,11,15,PP,S,S,S,S,N,N,S,N,S,N,S,S,S,S,168,BRANCA,FEMININO,DEFERIDO,SUPLENTE
458,Tatiana Trarbach,Tatiana Trarbach,10206804960224408,Porto Alegre,RS,65,91,PC do B,S,S,S,S,S,N,S,S,S,S,S,S,S,S,179,BRANCA,FEMININO,DEFERIDO,NÃO ELEITO
169,Dani,Daniela Peño Paiva,1115464121822541,Corumbá,MS,23,68,PPS,S,S,S,S,S,S,S,S,S,S,S,S,S,S,19,BRANCA,FEMININO,DEFERIDO,NÃO ELEITO
422,Samir Squeff,Samir Squeff,10210601146774467,Porto Alegre,RS,13,90,PT,S,S,S,S,S,S,S,N,S,S,S,S,S,S,1098,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
33,Rogério Lima,Rogério Lima,1139817709427273,Cruz das Almas,BA,65,91,PC do B,S,S,S,S,S,S,S,S,S,S,S,S,S,S,38,PARDA,MASCULINO,DEFERIDO,SUPLENTE
136,Rubén sousa,Ruben Sousa,1055089774590220,Belo Horizonte,MG,36,38,PTC,S,S,S,S,S,N,S,N,S,N,S,S,S,S,106,PARDA,MASCULINO,DEFERIDO,SUPLENTE
748,Antonio Valdo,Antonio Valdo,1106158369421578,São Paulo,SP,54,50,PPL,S,S,S,S,S,N,S,N,S,N,S,S,S,S,145,PARDA,MASCULINO,DEFERIDO,NÃO ELEITO
546,JOAO BOSCO LOPES,Joao Bosco Lopes,10205646584803997,São Paulo,SP,44,17,PRP,N,S,N,N,N,N,S,N,N,N,S,N,S,S,286,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
667,Mestra Emília,Mestra Emília,1810296279186069,Campinas,SP,12,52,PDT,S,S,S,S,S,S,S,S,S,S,S,S,S,S,6,BRANCA,FEMININO,DEFERIDO,NÃO ELEITO
222,Goretti Queiroz,Goretti Queiroz,1785951771644380,Recife,PE,22,15,PR,S,S,S,S,S,S,S,N,S,N,S,S,S,S,2862,PARDA,FEMININO,DEFERIDO,SUPLENTE
234,GILDAZIO MOURA,Gildazio Moura,10205362833070739,Recife,PE,13,90,PT,S,S,S,S,S,S,S,S,S,S,S,S,S,S,0,PRETA,MASCULINO,INDEFERIDO COM RECURSO,NÃO ELEITO
5,Denise Coelh,Denise Coelho,1262350567158998,Manaus,AM,40,56,PSB,S,S,S,S,S,S,S,S,S,S,S,S,S,S,568,PARDA,FEMININO,DEFERIDO,SUPLENTE
575,Pedro Tourinho,Pedro Tourinho,1528264557198997,Campinas,SP,13,90,PT,S,S,S,S,S,S,S,S,S,S,S,S,S,S,7001,BRANCA,MASCULINO,DEFERIDO,ELEITO POR QP
406,Marilene Silva,Marilene Silva,1109923679091678,Balneário Pinhal,RS,12,52,PDT,S,S,S,S,N,N,S,S,S,N,S,S,S,S,7,BRANCA,FEMININO,DEFERIDO,SUPLENTE
612,GABRIELA GIRALDI,Gabriela Muniz Ferreira Giraldi,1129006847178065,São Paulo,SP,43,51,PV,S,S,S,S,S,S,S,S,S,S,S,S,S,S,938,BRANCA,FEMININO,DEFERIDO,SUPLENTE
395,Roberto Seitenfus,Roberto Schneider Seitenfus,1668076240173713,Porto Alegre,RS,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,189,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
320,Thiago Ferreira,Thiago Ferreira,1215667381822886,Volta Redonda,RJ,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,652,PRETA,MASCULINO,DEFERIDO,NÃO ELEITO
295,PROFESSOR MURDOCH,Carlos Murdoch,10210507841672025,Rio de Janeiro,RJ,45,28,PSDB,S,S,S,S,S,S,S,S,S,S,S,S,S,S,3759,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
522,André Contador,Andre Luis Pianca,1192732854081299,Campinas,SP,45,28,PSDB,N,N,N,N,S,N,S,N,N,N,N,N,S,S,318,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
530,LÚCIA CASTRO,Lucia Castro,10208750707039127,Campinas,SP,13,90,PT,S,S,S,S,S,S,S,S,S,S,S,S,S,S,318,PRETA,FEMININO,DEFERIDO,SUPLENTE
73,Bráulio Lopes Moreira,Bráulio Lopes,1231501553537256,Belo Horizonte,MG,30,50,NOVO,S,N,N,S,N,S,S,S,S,N,S,S,S,S,628,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
717,Cáthia Cantusio,Cathia Cantusio,1180209372017954,Campinas,SP,45,28,PSDB,S,N,S,S,N,S,S,N,N,N,S,S,S,S,161,BRANCA,FEMININO,DEFERIDO,SUPLENTE
126,celeste fernandes,Celeste Fernandes,153806808404484,Belo Horizonte,MG,40,56,PSB,S,S,S,S,S,S,S,S,S,S,S,S,S,S,110,BRANCA,FEMININO,DEFERIDO,SUPLENTE
554,Lucas Lobato,Lucas Miranda Lobato,10205783088696462,Taubaté,SP,13,90,PT,S,S,S,S,S,S,S,S,S,S,S,S,S,S,129,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
362,Renata Guerra,Renata Cordeiro Guerra,10153941505822532,Rio de Janeiro,RJ,30,50,NOVO,S,S,S,S,S,S,S,S,S,S,S,N,S,S,16064,BRANCA,FEMININO,DEFERIDO,SUPLENTE
261,BERNARDO PILOTTO,Bernardo Pilotto,1143710272360978,Curitiba,PR,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,2916,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
319,Fabiano Jacob,Fabiano Jacob,1640340969630124,Rio de Janeiro,RJ,10,14,PRB,N,N,S,N,N,S,S,N,S,N,S,S,S,S,938,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
636,Professora Flavia,Flavia Bischain,10206616586083583,São Paulo,SP,16,100,PSTU,S,S,N,S,S,S,S,S,S,S,S,S,S,S,1470,BRANCA,FEMININO,DEFERIDO,NÃO ELEITO
316,Luciana Tamburini,Luciana Tamburini,10153737079130124,Rio de Janeiro,RJ,36,38,PTC,S,S,S,S,N,N,S,N,N,N,S,N,S,S,2443,BRANCA,FEMININO,DEFERIDO,SUPLENTE
294,Micael Amarante,Micael Amarante,10154515468961704,Rio de Janeiro,RJ,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,1812,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
284,Rose Cipriano,Rose Cipriano,1072871889498631,Duque de Caxias,RJ,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,2460,PRETA,FEMININO,DEFERIDO,NÃO ELEITO
332,Robson Ramos,Robson Ramos,1809079099310109,Campos dos Goytacazes,RJ,23,68,PPS,N,N,N,N,N,N,N,N,N,N,N,N,N,N,214,PARDA,MASCULINO,DEFERIDO,SUPLENTE
252,GUILHERME JACCON,Guilherme Jaccon,1117028515017964,Curitiba,PR,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,369,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
292,Gregório Jório,Gregório Jório Santana,10210213907405633,Niterói,RJ,18,73,REDE,S,S,S,S,S,S,S,S,S,S,S,S,S,S,483,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
657,SARITA BASSAN,Sarita Bassan,10210286515336792,Ilha Solteira,SP,43,51,PV,S,N,N,N,N,N,S,N,S,N,S,N,S,S,107,BRANCA,FEMININO,DEFERIDO,SUPLENTE
538,André Pomba Cagni,Andre Pomba,191039234659948,São Paulo,SP,43,51,PV,S,S,S,S,S,S,S,S,S,S,S,S,S,S,2065,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
356,David Miranda,David Michael Miranda,1394330853929319,Rio de Janeiro,RJ,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,7012,PRETA,MASCULINO,DEFERIDO,ELEITO POR MÉDIA
21,André Miranda,André Miranda,1824019531164063,Senhor do Bonfim,BA,43,51,PV,S,S,S,S,S,N,S,S,S,N,S,S,S,S,93,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
74,Sara Azevedo,Sara Azevedo,10154387422335549,Belo Horizonte,MG,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,1260,INDÍGENA,FEMININO,DEFERIDO,SUPLENTE
767,Carol,Ana Carolina Alencar Nunes,1128025917277867,Franco da Rocha,SP,13,90,PT,S,S,S,S,S,S,N,S,S,S,S,S,S,S,512,BRANCA,FEMININO,DEFERIDO,SUPLENTE
176,Alex Rocha,Ewelyn Pureza,710940145722886,Abaetetuba,PA,13,90,PT,S,S,S,S,S,S,S,S,S,S,S,S,S,S,497,PARDA,MASCULINO,DEFERIDO,SUPLENTE
412,Sofia Cavedon,Sofia Cavedon,10154514685398498,Porto Alegre,RS,13,90,PT,S,S,S,S,S,S,S,S,S,S,S,S,S,S,9670,BRANCA,FEMININO,DEFERIDO,ELEITO POR QP
640,Nicolle Bressane,Nika Bressane,10211135546930501,Francisco Morato,SP,15,39,PMDB,S,S,S,S,S,S,S,S,S,S,S,S,S,S,103,PARDA,FEMININO,DEFERIDO,NÃO ELEITO
24,Thiago Saraiva,Thiago Saraiva,253137185087731,Brumado,BA,45,28,PSDB,S,N,S,N,S,S,S,N,N,S,S,S,S,S,32,PRETA,MASCULINO,DEFERIDO,SUPLENTE
807,Henrique Rosseti,Henrique Rosseti,1261966827149268,Araraquara,SP,14,36,PTB,S,S,S,S,N,S,S,S,N,N,S,S,S,S,476,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
791,Alonso Bonfim,Alonso Bonfim,1076685472438265,Caieiras,SP,43,51,PV,S,S,S,S,S,S,S,S,S,S,S,S,S,S,571,PARDA,MASCULINO,DEFERIDO,SUPLENTE
518,Caio Dezorzi,Caio Dezorzi,10210652556610951,São Paulo,SP,50,100,PSOL,S,S,N,S,N,S,S,S,S,S,S,S,S,S,1266,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
296,André Barros 50420,André Barros,1118584958248824,Rio de Janeiro,RJ,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,4022,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
279,Cláudia Mallmann,Cláudia Regina Mallmann,10210831896342446,Toledo,PR,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,200,BRANCA,FEMININO,DEFERIDO,NÃO ELEITO
537,Tete Oliveira,Tete Oliveira,10207849808023924,Bauru,SP,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,268,PRETA,FEMININO,DEFERIDO,NÃO ELEITO
572,RODRIGO CAETANO,Rodrigo Caetano,10154613697868514,Campinas,SP,12,52,PDT,S,S,S,S,N,S,S,N,S,N,S,N,S,S,130,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
630,Flávio Bezerra,Flávio Oliveira Bezerra,1457026940980580,Osasco,SP,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,305,PARDA,MASCULINO,DEFERIDO,NÃO ELEITO
523,Wilton Vital,Wilton Vital,10207202445248830,Araraquara,SP,55,14,PSD,S,S,S,S,S,S,S,S,S,S,S,S,S,S,224,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
645,Djalma Nery,Djalma Nery,10208023819408176,São Carlos,SP,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,1963,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
514,geane barbosa,Geane Barbosa,336810396659224,Jundiaí,SP,40,56,PSB,S,S,S,S,S,S,S,S,S,S,S,S,S,S,157,PARDA,FEMININO,DEFERIDO,SUPLENTE
765,Paulo Bufalo,Paulo Roberto Bufalo,336579686675164,Campinas,SP,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,6355,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
112,Áurea Carolina,Áurea Carolina,10154521110637232,Belo Horizonte,MG,50,100,PSOL,S,S,S,S,S,S,N,S,S,S,S,S,S,S,17420,PARDA,FEMININO,DEFERIDO,ELEITO POR QP
196,deyverson freire,Cabessa Pe,1177158369022499,Recife,PE,43,51,PV,S,N,N,S,N,S,S,S,N,S,S,S,S,S,22,PARDA,MASCULINO,DEFERIDO,NÃO ELEITO
335,Luiz Paulo Gama,Luiz Paulo Gama,10202244526590426,Campos dos Goytacazes,RJ,45,28,PSDB,S,S,S,S,S,S,S,S,S,S,S,S,S,S,68,PRETA,MASCULINO,DEFERIDO,SUPLENTE
283,Bruno Coitinho,Bruno Coitinho,1163045363759291,Rio de Janeiro,RJ,43,51,PV,S,S,S,S,S,N,S,S,S,S,S,S,S,S,194,PARDA,MASCULINO,DEFERIDO,NÃO ELEITO
505,Toninho Vespoli,Antonio Biagio Vespoli,1785094031737558,São Paulo,SP,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,16012,BRANCA,MASCULINO,DEFERIDO,ELEITO POR QP
257,Fabi,Fabiana Martins,1210830245635890,Maringá,PR,65,91,PC do B,S,S,S,S,S,S,S,S,S,S,S,S,S,S,457,PRETA,FEMININO,DEFERIDO,SUPLENTE
396,Deotti Daniel,Deotti Daniel,1139740946116973,Erechim,RS,40,56,PSB,S,S,S,S,S,S,S,S,S,S,S,S,S,S,58,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
35,Hamilton Assis,mário,10201909259330205,Salvador,BA,50,100,PSOL,S,S,S,S,S,N,S,S,S,S,S,S,S,S,1591,PRETA,MASCULINO,DEFERIDO,SUPLENTE
750,Marco Beletti,Marco Beletti,1217421334945857,Santos,SP,51,26,PEN,S,S,N,S,N,N,S,S,N,N,N,S,S,S,617,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
766,Luciana,Luciana Martins,1120299461397678,Campinas,SP,50,100,PSOL,S,S,S,S,S,N,N,S,S,S,S,S,S,S,6355,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
644,Cibele Ferreira,Cibele Ferreira,1096965053714637,São Carlos,SP,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,419,PARDA,FEMININO,DEFERIDO,NÃO ELEITO
262,Chrystian Urso,Chrystian Silva,1290920634252572,Maringá,PR,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,178,PARDA,MASCULINO,DEFERIDO,NÃO ELEITO
166,Bárbara Botega,Bárbara Barros Botega,10153930019458733,Belo Horizonte,MG,30,50,NOVO,S,N,N,N,N,N,S,S,S,N,N,S,S,S,1222,BRANCA,FEMININO,DEFERIDO,SUPLENTE
322,Talíria Petrone,Mari Tamari,10154619260302608,Niterói,RJ,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,5121,PRETA,FEMININO,DEFERIDO,ELEITO POR QP
281,Dani Santana,Dani Santana,1018078348291341,Duque de Caxias,RJ,12,52,PDT,S,S,S,S,S,S,S,S,S,S,S,S,S,S,210,PRETA,FEMININO,DEFERIDO,SUPLENTE
500,Vivi Modesto,Viviane Modesto,950076845102259,São Paulo,SP,45,28,PSDB,N,N,S,S,S,N,S,N,N,N,S,S,S,S,789,PRETA,FEMININO,DEFERIDO,SUPLENTE
501,Alvaro Denny,Álvaro Denny,1204540746275309,Indaiatuba,SP,15,39,PMDB,S,S,N,S,S,S,S,S,S,S,S,S,S,S,129,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
58,Professora Eva Cordeiro,Eva Cordeiro,10210396357290604,Anápolis,GO,18,73,REDE,S,S,S,S,S,N,S,S,S,S,S,S,S,S,319,PARDA,FEMININO,DEFERIDO,NÃO ELEITO
443,NICK 13020,Nick Scherer,1467290803299707,Esteio,RS,13,90,PT,S,S,S,S,S,S,S,S,S,S,S,S,S,S,196,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
560,PABLO,Pablo Scherrer,1248584661892537,Assis,SP,50,100,PSOL,S,N,S,S,S,S,S,S,S,S,S,S,S,S,209,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
626,Alcides Amazonas,Alcides Amazonas,313351785700555,São Paulo,SP,65,91,PC do B,S,S,S,S,S,S,S,S,N,S,S,S,S,S,8471,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
745,Karina Somaggio,Karina Somaggio,10208967493737194,São Paulo,SP,19,54,PTN,S,S,S,S,S,S,S,S,S,S,S,S,S,S,692,BRANCA,FEMININO,DEFERIDO,SUPLENTE
269,Luccas Cechetto,Luccas Cechetto,10153851764222314,Curitiba,PR,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,278,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
344,Ciro Rameck,Ciro Rameck Wallerstein,1285944488091814,Paraty,RJ,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,94,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
7,João Victor Tayah,João Victor Tayah,1176657459066188,Manaus,AM,50,100,PSOL,S,S,N,S,S,S,N,S,S,S,S,S,S,S,1321,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
387,Camila Pakulski,Camila Pakulski Betsch,1258060960879106,Ijuí,RS,65,91,PC do B,S,S,S,S,S,S,S,S,S,S,S,S,S,S,110,BRANCA,FEMININO,DEFERIDO,SUPLENTE
409,Marcelo Soares,Marcelo Soares,1106015012823672,Porto Alegre,RS,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,214,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
15,Shi Mario,Shi Mario Schneider,10208978567560115,Ilhéus,BA,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,260,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
664,Fábio Galdino,Fábio Galdino,332846773714729,Campinas,SP,44,17,PRP,S,S,S,S,S,S,S,S,S,S,S,S,S,S,175,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
124,Laiz Perrut,Laiz Perrut Marendino,10157493291595646,Juiz de Fora,MG,13,90,PT,S,S,S,S,S,S,S,S,S,S,S,S,S,S,1770,BRANCA,FEMININO,DEFERIDO,SUPLENTE
274,Welliton Pinguim,Welliton Cordeiro Pires,1820908888145151,Paranaguá,PR,13,90,PT,S,S,S,S,S,S,S,S,S,S,S,S,S,S,14,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
97,BRUNO SARTORI,Bruno Sartori,1224522747607885,Unaí,MG,14,36,PTB,S,S,S,S,S,N,S,S,S,N,S,S,S,S,415,PARDA,MASCULINO,DEFERIDO,SUPLENTE
545,Marcos Mello,Marcos Mello Osasco,10208747362819080,Osasco,SP,17,50,PSL,S,S,S,S,S,S,S,N,N,N,S,S,S,S,439,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
581,Luna Meyer,Luna Meyer,1307390202618399,Araraquara,SP,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,199,BRANCA,FEMININO,DEFERIDO,NÃO ELEITO
818,Higor Mamede,Higor Mamede,1175949352466386,Guarulhos,SP,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,1168,PARDA,MASCULINO,DEFERIDO,NÃO ELEITO
799,Erica Siqueira,Érica Siqueira,1205612902794596,Osasco,SP,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,1291,BRANCA,FEMININO,DEFERIDO,NÃO ELEITO
711,Flavia Cristina de Abreu,Flavia Abreu,1102853669811179,São Carlos,SP,13,90,PT,S,S,S,S,S,N,N,S,S,N,S,S,S,S,347,PRETA,FEMININO,DEFERIDO,NÃO ELEITO
841,RAFAEL BOFF,Rafael Boff,1098916650196136,Palmas,TO,18,73,REDE,S,S,N,S,S,S,S,N,S,S,S,S,S,S,889,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
108,Alexandre mafu,Alexandre Mafu,10210438379300921,Uberlândia,MG,23,68,PPS,S,S,S,S,S,S,S,S,N,N,S,N,S,S,142,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
606,Denis Duck,Denis Duck,1236623153044043,São Paulo,SP,18,73,REDE,N,N,S,N,N,S,S,N,S,N,N,N,S,S,650,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
746,Anísio Silva,Anisio Batista,1111528372216553,Campinas,SP,23,68,PPS,S,N,S,S,S,N,S,N,N,S,S,N,S,S,96,PARDA,MASCULINO,DEFERIDO,SUPLENTE
303,Nilton dos Anjos,Nilton Dos Anjos,1283509145001858,Petrópolis,RJ,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,1385,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
374,Aretha Melo,Aretha Melo,1192941927444792,Natal,RN,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,246,BRANCA,FEMININO,DEFERIDO,SUPLENTE
661,Adilson da gatec,Adilson Gomes,1108656009226122,Campinas,SP,55,14,PSD,S,N,N,N,S,N,S,N,N,N,S,S,S,S,710,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
744,Ivan Neves,Ivan Leite Neves,10206667246510489,Campinas,SP,22,15,PR,N,N,N,N,N,S,S,N,N,N,S,N,S,S,201,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
