id_candidatura,nome_urna,nome_candidato,fb_id,nome_cidade,sigla_estado,numero_partido,nota_partido,sigla_partido,Adoção por famílias LGBTs,Respeito à identidade de gênero de pessoas trans,Cota para mulheres no legislativo,Igualdade de gênero e raça nas escolas,Ações afirmativas raciais,Estado Laico,Combate à violência contra mulher,Descriminalização do aborto,Criminalização da LGBTfobia,Desmilitarização da polícia,Desapropriação por interesse social,Defesa do meio ambiente,Orçamento participativo,Transparência,votos_recebidos,cor_tse,genero,situacao_candidatura,situacao_eleitoral
138,Carine Martins,Carine Martins,10202157965628147,Belo Horizonte,MG,16,100,PSTU,S,S,S,S,S,N,S,S,S,S,S,S,S,S,417,PRETA,FEMININO,DEFERIDO,NÃO ELEITO
365,Leo Bittencourt,Leo Bittencourt,1288882764464619,Teresópolis,RJ,50,100,PSOL,S,S,S,S,S,S,N,S,S,S,S,S,S,S,513,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
789,Guilherme Prado Almeida de Souza,Guilherme Prado,1069152543138242,Santos,SP,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,351,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
249,Mauricio Dvorak,Mauricio Dvorak,1360748357310994,Matinhos,PR,40,56,PSB,S,N,N,S,S,S,N,N,N,S,S,S,S,S,33,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
549,Beto Dalmonte,Beto Dalmonte,10205677431450159,Pirassununga,SP,50,100,PSOL,N,S,S,S,S,S,S,N,S,S,S,S,S,S,134,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
721,Val Metzner,Val Metzner,1289350024432941,Pirassununga,SP,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,185,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
351,edu da dança,Luiz Eduardo Fares,1531574240201855,Paraty,RJ,31,30,PHS,S,N,S,S,S,S,S,S,S,S,S,S,S,S,251,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
64,Denise Carvalho,Denise Carvalho,1706875929636875,Goiânia,GO,65,91,PC do B,S,S,S,S,S,S,S,S,S,S,S,S,S,S,1819,BRANCA,FEMININO,DEFERIDO,SUPLENTE
590,Valeria Rodrigues,Valeryah Rodrigues,541541349376610,São Paulo,SP,65,91,PC do B,S,S,S,S,S,S,S,S,S,S,S,S,S,S,57,PARDA,FEMININO,DEFERIDO,NÃO ELEITO
735,Professor Maurílio Gajão,Maurílio Gajão,10210606406220094,São José dos Campos,SP,13,90,PT,S,S,S,S,S,S,S,S,S,S,S,S,S,S,733,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
218,BRUNO FERNANDES,Bruno Fernandes de Lima,10209137127178292,Olinda,PE,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,138,PRETA,MASCULINO,DEFERIDO,NÃO ELEITO
56,Nowhah Luiza,Nowhah Luiza,1161332693914187,Anápolis,GO,90,37,PROS,S,S,S,S,S,S,S,S,S,S,S,S,S,S,281,BRANCA,FEMININO,DEFERIDO,NÃO ELEITO
247,Fernanda Camargo,Fernanda Camargo,10206973206315368,Curitiba,PR,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,686,BRANCA,FEMININO,DEFERIDO,NÃO ELEITO
488,Professor Ricardo,Ricardo Rocha,1325316034175893,Jaraguá do Sul,SC,13,90,PT,S,S,S,S,S,S,S,N,S,S,S,S,S,S,340,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
681,Danilo Siqueira,Danilo Siqueira,1245781548817949,Limeira,SP,14,36,PTB,S,N,S,N,S,S,S,N,S,S,S,N,S,S,342,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
727,Henrique Jambo,Henrique Jambo,1781594045456242,São Paulo,SP,14,36,PTB,S,S,S,N,S,S,S,S,S,S,S,S,S,S,1285,PRETA,MASCULINO,DEFERIDO,SUPLENTE
401,Dilvano Brum,Dilvano Brum Psol,978893992255125,Viamão,RS,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,N,S,S,44,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
634,André Sapanos,Andre Sapanos,1065625160172511,Mauá,SP,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,474,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
241,Renato Freitas,Renato Almeida Freitas Jr.,10202396841320587,Curitiba,PR,50,100,PSOL,S,S,S,S,S,S,N,S,N,S,S,S,S,S,3455,PRETA,MASCULINO,DEFERIDO,NÃO ELEITO
182,Angela Chaves,Luciel Brasil,867803206687124,João Pessoa,PB,40,56,PSB,S,S,S,S,S,S,S,S,S,S,S,S,S,S,525,PRETA,FEMININO,DEFERIDO,SUPLENTE
577,Rafael Lucas da Silva,Rafael Lucas,1014024872029809,Sertãozinho,SP,15,39,PMDB,S,N,N,N,S,N,S,N,S,N,S,S,S,S,129,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
359,Professor Tulio,Tulio Mota,1300185866660826,Niterói,RJ,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,2216,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
484,EDNA,Edna Demétrio,1076096625792838,Imbituba,SC,13,90,PT,S,S,S,S,S,S,S,N,S,S,S,S,S,S,45,PRETA,FEMININO,DEFERIDO,SUPLENTE
502,Prof. Gustavo Merlo,Gustavo Merlo,10205717441654145,Campinas,SP,43,51,PV,S,S,N,S,N,S,S,S,S,N,N,S,S,S,1073,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
463,Mila Milani,Mila Milani,10154336978461210,Porto Alegre,RS,23,68,PPS,S,S,S,S,S,S,S,S,S,S,S,S,S,S,224,BRANCA,FEMININO,DEFERIDO,SUPLENTE
823,Lília da Educação,Lília Liliá Zebalho,1302523229781991,Campinas,SP,10,14,PRB,S,N,S,S,S,N,S,N,N,S,S,N,S,S,247,PARDA,FEMININO,DEFERIDO,SUPLENTE
375,Débora Almeida,Débora Almeida,10154547976983827,Assu,RN,13,90,PT,S,S,S,S,S,S,S,S,S,S,S,S,S,S,246,BRANCA,FEMININO,DEFERIDO,SUPLENTE
179,Sandra Marrocos,Sandra Marrocos,1102432456517896,João Pessoa,PB,40,56,PSB,S,S,S,S,S,S,S,S,S,S,S,S,S,S,3991,PRETA,FEMININO,DEFERIDO,ELEITO POR MÉDIA
71,Débora Andrade,Débora Andrade,1291179080900350,Uberlândia,MG,23,68,PPS,S,S,S,S,S,N,S,S,S,S,S,S,S,S,83,BRANCA,FEMININO,DEFERIDO,NÃO ELEITO
63,Vitor Cadillac,Vitor Cadillac,10208839308251383,Goiânia,GO,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,1886,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
515,Diogo Castro,Diogo B. Castro,1095090970571182,São Roque,SP,23,68,PPS,S,S,N,S,N,S,S,S,S,N,S,S,S,S,59,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
759,Zé Nildo,Zé Nildo,1140737512640580,São Paulo,SP,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,3153,PARDA,MASCULINO,DEFERIDO,SUPLENTE
358,Bernardo Portes,Bernardo Portes,10153941025012218,Teresópolis,RJ,13,90,PT,S,S,S,S,S,S,S,N,S,S,S,S,S,S,157,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
372,Natália Bonavides,Natália Bonavides,10205822012583002,Natal,RN,13,90,PT,S,S,S,S,S,S,S,S,S,S,S,S,S,S,6202,BRANCA,FEMININO,DEFERIDO,ELEITO POR QP
608,Marzeni Pereira,Marzeni Pereira,10207521163968224,São Paulo,SP,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,1589,PARDA,MASCULINO,DEFERIDO,SUPLENTE
22,Jessica Pires,Jéssica Pires,1184867868236443,Salvador,BA,18,73,REDE,S,S,S,S,S,S,S,S,S,S,S,S,S,S,245,PARDA,FEMININO,DEFERIDO,SUPLENTE
478,Ana Halfen,Ana Luiza Halfen,1446389368708882,Itapoá,SC,23,68,PPS,S,S,S,S,S,S,S,S,S,S,S,S,S,S,8,BRANCA,FEMININO,DEFERIDO,NÃO ELEITO
485,Thiago Nascimento,Thiago Nascimento,10210363212026922,Rio do Sul,SC,13,90,PT,S,S,S,S,S,S,S,S,S,S,S,S,S,S,216,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
423,Filipe Pessoa,Filipe Binotti Pessoa,1117691898318473,Caxias do Sul,RS,18,73,REDE,S,S,S,S,S,S,S,S,S,S,S,S,S,S,570,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
240,FABÍOLA,Fabíola De Azevedo Lemos,1402212359807784,Teresina,PI,13,90,PT,S,S,S,S,S,S,S,S,S,S,S,S,S,S,2340,BRANCA,FEMININO,DEFERIDO,SUPLENTE
39,Paulo sergio,Paulo Sergio Basto,771000636374744,Itapipoca,CE,70,29,PT do B,N,N,N,N,N,N,N,N,N,N,N,N,N,N,172,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
200,Isabella de Roldão,Isabella de Roldão,1104852459600761,Recife,PE,12,52,PDT,S,S,S,S,S,S,S,S,S,S,S,S,S,S,5125,BRANCA,FEMININO,DEFERIDO,SUPLENTE
165,Fabricio Araujo,Fabrício Araújo,1192486077474749,Uberaba,MG,18,73,REDE,S,N,S,S,S,S,S,S,S,S,S,S,S,S,251,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
652,Néia Urias,Néia Urias,1063935123684430,Jales,SP,13,90,PT,S,S,S,S,S,N,S,N,S,N,S,S,S,S,412,BRANCA,FEMININO,DEFERIDO,SUPLENTE
476,Lenilso,Lenilso Silva,10153750453647102,Blumenau,SC,13,90,PT,S,S,S,S,S,S,S,S,S,S,S,S,S,S,1267,PRETA,MASCULINO,DEFERIDO,SUPLENTE
428,Marcelo Pereira,Marcelo Pereira,1048504491911420,Porto Alegre,RS,13,90,PT,S,S,S,S,S,S,S,S,S,S,S,S,S,S,779,PRETA,MASCULINO,DEFERIDO,SUPLENTE
341,Heitor Cesar,Heitor Cesar Oliveira,1182547791803746,Rio de Janeiro,RJ,21,100,PCB,S,S,S,S,S,S,S,S,S,S,S,S,S,S,2067,PARDA,MASCULINO,DEFERIDO,SUPLENTE
609,Professor Osmar De Camargo,Osmar De Camargo,1312129615478481,Sorocaba,SP,13,90,PT,S,S,S,S,S,S,S,S,S,S,S,S,S,S,157,PRETA,MASCULINO,DEFERIDO,SUPLENTE
347,Indianara Siqueira,Indianara Sophia,213700135713813,Rio de Janeiro,RJ,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,6166,PARDA,MASCULINO,DEFERIDO,SUPLENTE
605,Prof. Teté,Jose Alberto Gomes Gomes,1051090625007893,Ribeirão Pires,SP,13,90,PT,N,N,N,N,N,N,N,N,N,N,N,N,N,N,110,PRETA,MASCULINO,DEFERIDO,NÃO ELEITO
280,Diego Fernandes,Diego Fernandes,314589672238644,Almirante Tamandaré,PR,19,54,PTN,N,N,N,S,S,N,S,N,S,N,S,N,S,S,124,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
245,Davi Taborda,Davi Taborda,612238748937053,Almirante Tamandaré,PR,54,50,PPL,S,N,S,S,S,N,S,S,N,S,S,S,S,S,83,PARDA,MASCULINO,DEFERIDO,SUPLENTE
669,Eliana Souza,Eliana Souza,1145270205527363,Iperó,SP,13,90,PT,S,S,S,S,S,S,S,S,S,S,S,S,S,S,279,BRANCA,FEMININO,DEFERIDO,SUPLENTE
154,Ana Coelho,Ana Paula Coelho,1135960133118346,Belo Horizonte,MG,33,38,PMN,S,N,S,S,S,S,S,S,S,S,S,S,S,S,487,PARDA,FEMININO,DEFERIDO,SUPLENTE
690,Marcelo Tomate,Marcelo Tomate,1819503818281181,Campinas,SP,11,15,PP,N,N,S,N,S,N,N,N,S,N,N,N,S,S,139,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
703,Paulo Malerba,Paulo Malerba,1112427458811802,Jundiaí,SP,13,90,PT,S,S,S,S,S,S,S,S,S,S,S,S,S,S,3215,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
800,Luciano Frontelle,Luciano Frontelle,10208883555339540,Sorocaba,SP,43,51,PV,S,S,S,S,S,S,S,S,S,S,S,S,S,S,595,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
441,Dan Barbier,Dan Barbier,10210360005054924,Pelotas,RS,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,1021,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
616,Diego Martins,Diego Martins,1481958421830919,Tuiuti,SP,77,34,SD,S,S,S,S,S,S,S,S,S,S,S,S,S,S,108,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
285,LUISA TARDEM,Luisa Tardem,10209574118810340,Cachoeiras de Macacu,RJ,50,100,PSOL,S,S,N,S,S,S,N,S,S,S,S,S,S,S,62,BRANCA,FEMININO,DEFERIDO,NÃO ELEITO
148,Jucelio Andrade Jr.,Jucelio Andrade Jr.,901907706580047,Carangola,MG,14,36,PTB,S,S,S,S,S,S,S,N,S,S,S,S,S,S,112,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
337,ANNA PAULA ASSIS,Anna Paula Assis,1463552666993844,Resende,RJ,54,50,PPL,S,S,S,S,S,S,S,S,N,S,S,S,S,S,18,PRETA,FEMININO,DEFERIDO,NÃO ELEITO
621,Prof. Paula Faria,Paula Faria Dias,10154543936699730,Jaboticabal,SP,13,90,PT,S,S,S,S,S,S,S,S,S,S,S,S,S,S,443,BRANCA,FEMININO,DEFERIDO,NÃO ELEITO
811,Rafael Prata,Rafael Prata,1433567449991412,Campinas,SP,50,100,PSOL,S,S,N,S,N,S,S,S,S,S,S,S,S,S,91,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
231,Severino,Severino Souto Alves,10205451856575561,Recife,PE,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,2287,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
726,Rute Barbosa,Rute Barbosa,1135673823169074,Guarulhos,SP,65,91,PC do B,S,S,S,S,S,S,S,S,S,S,S,S,S,S,755,PRETA,FEMININO,DEFERIDO,SUPLENTE
17,Otaviano Maia,Otaviano Maia,1331126193571679,Camaçari,BA,13,90,PT,S,S,S,S,S,N,S,N,S,S,S,S,S,S,1207,PARDA,MASCULINO,DEFERIDO,SUPLENTE
77,Douglas da Cemig,Douglas G Carlos,1194202620641242,Gonçalves,MG,13,90,PT,S,S,S,S,S,S,S,N,S,S,S,S,S,S,20,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
519,Fabio Bueno,Fabio Pereira Bueno,1112216855529970,Campinas,SP,14,36,PTB,S,S,S,S,S,S,S,S,S,S,S,S,S,S,368,PARDA,MASCULINO,DEFERIDO,SUPLENTE
51,Marcos Fontini,Marcos Fontini,321814181511524,Vitória,ES,23,68,PPS,S,S,S,S,S,S,S,S,S,S,S,S,S,S,42,PRETA,MASCULINO,DEFERIDO,SUPLENTE
738,Adriana Vasconcellos,Adriana Vasconcellos,1827349037551419,São Paulo,SP,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,5279,PRETA,FEMININO,DEFERIDO,SUPLENTE
771,Daniela Pellizzari,Daniela Pellizzari,1203109503044081,Indaiatuba,SP,13,90,PT,S,S,S,S,S,S,S,S,S,S,S,S,S,S,619,BRANCA,FEMININO,DEFERIDO,NÃO ELEITO
52,Mônica Alves,Mônica Alves,1254054751295434,Vila Velha,ES,50,100,PSOL,S,S,S,S,S,S,S,S,S,N,S,N,S,S,854,BRANCA,FEMININO,DEFERIDO,NÃO ELEITO
242,Professora Giane,Giane Souza Silva,10206958401192675,Londrina,PR,13,90,PT,S,S,S,S,S,S,S,S,S,S,S,S,S,S,318,BRANCA,FEMININO,DEFERIDO,NÃO ELEITO
768,Liety Caruso + Trabalho,Liety Caruso,1810667299180018,Cotia,SP,44,17,PRP,S,S,S,S,S,S,S,N,S,N,S,S,S,S,184,BRANCA,FEMININO,DEFERIDO,NÃO ELEITO
610,Ricardo Colin Filho,Ricardo José Colin Filho,1190716120990336,Itatiba,SP,50,100,PSOL,S,S,N,S,S,S,S,S,S,S,S,S,S,S,36,PARDA,MASCULINO,DEFERIDO,NÃO ELEITO
449,Professor Diego,Diego Tormes,1211136502240383,Farroupilha,RS,45,28,PSDB,S,S,N,S,S,N,N,N,N,N,S,S,S,N,459,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
237,Cristiano Setragni,Cristiano Setragni,936634513109539,Corrente,PI,28,29,PRTB,N,N,S,N,S,N,S,N,N,N,S,N,S,S,20,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
582,65200,Roberto Rosa,1205957659467342,Campinas,SP,65,91,PC do B,S,N,N,S,S,S,S,S,S,N,S,N,S,S,175,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
633,CRISTINA DO ADITO,Cristina Aydar Arantes,1028899937222772,Indiaporã,SP,15,39,PMDB,S,S,S,S,N,S,S,N,S,S,S,S,S,S,118,BRANCA,FEMININO,DEFERIDO,ELEITO POR MÉDIA
376,Mana Rodrigues,Nivanea Maria Rodrigues Soares,1561861867172770,Canguaretama,RN,13,90,PT,S,N,S,S,S,N,S,S,S,S,S,S,S,S,100,PARDA,FEMININO,DEFERIDO,SUPLENTE
660,Nino,Carlos Arthur Faustini,10211405845520896,São José do Rio Preto,SP,18,73,REDE,S,S,S,S,S,S,S,N,S,S,S,S,S,S,174,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
832,Wesley Silva,Wesley Silva,1182377485155518,Cotia,SP,14,36,PTB,S,S,S,S,S,S,S,S,S,S,S,S,S,S,81,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
764,Eduardo Beganskas,Eduardo Beganskas,648528961972465,Campinas,SP,70,29,PT do B,S,S,S,S,S,S,S,N,S,S,S,S,S,S,76,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
531,Iara Bernardi,Iara Bernardi,1452364028111970,Sorocaba,SP,13,90,PT,S,S,S,S,S,S,S,S,S,S,S,S,S,S,4364,BRANCA,FEMININO,DEFERIDO,ELEITO POR QP
414,Leo Broilo,Leonardo Broilo,1159346140780443,Novo Hamburgo,RS,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,207,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
87,Bajona,Nilvan Bajona,1195776757146030,Rio Preto,MG,13,90,PT,S,S,S,S,S,S,S,N,S,S,S,N,S,S,111,PARDA,MASCULINO,DEFERIDO,SUPLENTE
691,João Ferraz,João Ferraz,1144137278959095,Ourinhos,SP,65,91,PC do B,S,S,S,S,S,S,S,S,S,S,S,S,S,S,58,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
603,Wangy Alves,Wangy Alves,1158384314225305,São José dos Campos,SP,13,90,PT,S,S,S,S,S,S,S,S,S,S,S,S,S,S,475,PARDA,MASCULINO,DEFERIDO,SUPLENTE
28,João Felipe,João Felipe,1095494390528614,Barreiras,BA,14,36,PTB,S,S,S,S,S,S,S,S,S,S,S,S,S,S,1445,BRANCA,MASCULINO,DEFERIDO,ELEITO POR QP
383,SACOMORY,Sacomory Antonio,1140718372675042,Porto Alegre,RS,40,56,PSB,S,S,N,S,S,S,S,N,S,N,S,N,S,S,1857,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
845,Prof. Ronaldo,Ronaldo Bragança,1086745031403122,Hortolândia,SP,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,0,NA,NA,NA,NA
602,Eder B2,Eder Máximo,1122652887788776,Osasco,SP,17,50,PSL,S,S,N,S,S,S,S,S,S,S,S,S,S,S,2438,PARDA,MASCULINO,DEFERIDO,SUPLENTE
842,Fernando Coelho,Fernando Coelho da Silva,1190187961025005,Palmas,TO,13,90,PT,S,S,S,S,S,N,S,N,S,S,S,N,S,N,29,PARDA,MASCULINO,DEFERIDO,NÃO ELEITO
352,Fernando Coelho,Fernando Coelho,1119834851441294,Paraty,RJ,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,35,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
248,André Machado,André Castelo Branco Machado,1251600258217618,Curitiba,PR,13,90,PT,S,S,S,S,S,S,S,S,S,S,S,S,S,S,3986,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
385,Professor Olimar,Olimar Müller de Queiroz,10208564979454627,São Leopoldo,RS,18,73,REDE,S,N,S,S,S,S,S,S,S,S,S,S,S,S,626,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
377,PROFESSOR LINOBERG,Linoberg Almeida,1211230122270738,Boa Vista,RR,18,73,REDE,S,S,S,S,S,S,S,S,S,S,S,S,S,S,1649,PRETA,MASCULINO,DEFERIDO,ELEITO POR MÉDIA
732,Claudia de Giuli,Ricardo Dutra,1057495257700916,São José do Rio Preto,SP,35,54,PMB,S,S,S,S,S,S,S,N,S,S,S,S,S,S,3184,BRANCA,FEMININO,DEFERIDO,ELEITO POR MÉDIA
770,Soninha Francine,Soninha Francine,1308331855852629,São Paulo,SP,23,68,PPS,S,S,S,S,S,N,S,S,S,N,S,S,S,S,40113,BRANCA,FEMININO,DEFERIDO,ELEITO POR QP
36,Hamilton Assis,Hamilton Assis,10201911801792557,Salvador,BA,50,100,PSOL,S,S,S,S,S,N,S,S,S,S,S,S,S,S,1591,PRETA,MASCULINO,DEFERIDO,SUPLENTE
183,ALEXANDRE GALDINO,Alexandre Galdino da Nóbrega II,905835072856328,Patos,PB,50,100,PSOL,S,S,S,S,S,N,S,S,N,S,S,N,S,S,78,PARDA,MASCULINO,DEFERIDO,NÃO ELEITO
129,Neila Batista,Neila Batista,921268324644141,Belo Horizonte,MG,13,90,PT,S,S,S,S,S,S,S,S,S,S,S,S,S,S,4728,PARDA,FEMININO,DEFERIDO,SUPLENTE
405,Gregori Haag,Gregori Haag,1127528873998348,Estância Velha,RS,25,14,DEM,S,S,S,S,S,S,S,N,S,N,S,S,S,S,253,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
805,Vinícius Maria,Vinícius Assarisse Martins,10208551462882313,Piracicaba,SP,18,73,REDE,S,S,N,S,S,S,S,S,S,S,S,S,S,S,971,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
475,Nildão,Nildão Freire,1065153300199954,Florianópolis,SC,13,90,PT,S,S,S,S,S,S,S,S,S,S,S,S,S,S,1845,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
328,Margot Ramalhete,Margot Ramalhete,1286811394663388,Volta Redonda,RJ,15,39,PMDB,S,S,S,S,S,S,S,S,S,S,S,S,S,S,80,PRETA,FEMININO,DEFERIDO,SUPLENTE
185,Ricardo Oliveira,Ricardo Oliveira,10207216526274795,João Pessoa,PB,13,90,PT,N,N,N,N,N,N,N,N,N,N,N,N,N,N,51,PARDA,MASCULINO,DEFERIDO,SUPLENTE
687,PROFESSOR LUIS HORTA,Luís Horta,1196236013772442,Ourinhos,SP,13,90,PT,S,S,S,S,S,S,S,S,S,S,S,S,S,S,402,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
595,Daniel Beretta,Daniel Beretta,171996703240132,São Paulo,SP,25,14,DEM,N,N,N,N,N,N,S,N,S,N,N,S,S,S,251,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
259,Thiago Gorte,Thiago Gorte,892972980835380,Irati,PR,12,52,PDT,S,S,S,S,S,S,S,S,S,S,S,S,S,S,170,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
61,Fabrício Rosa,Fabrício Rosa,1123553714390437,Goiânia,GO,50,100,PSOL,S,S,S,S,S,S,N,S,N,S,S,S,S,S,1380,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
551,Gabriel Miceli,Gabriel Miceli,10154596431494468,Santos,SP,18,73,REDE,S,S,S,S,S,S,N,S,S,S,S,S,S,S,760,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
170,Professor Renato,Renato Pires de Paula II,157810634668962,Campo Grande,MS,65,91,PC do B,S,S,S,S,S,S,S,S,S,S,S,S,S,S,728,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
467,Marlon Régis Soares,Marlon Régis Soares,1183263985067649,Ijuí,RS,65,91,PC do B,S,S,S,S,S,S,S,N,S,S,S,S,S,S,186,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
393,Joice Eslabão,Joice Eslabão,1325423454136399,Rio Grande,RS,65,91,PC do B,S,S,S,S,S,S,S,S,S,S,S,S,S,S,185,BRANCA,FEMININO,DEFERIDO,NÃO ELEITO
739,Professor Rodrigo Mendes,Rodrigo Mendes Rodrigues,1384831808212189,Bragança Paulista,SP,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,1240,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
562,Hilda Ferreira,Hilda Ferreira,780168242086350,São Bernardo do Campo,SP,13,90,PT,S,S,S,S,S,S,S,S,S,S,S,S,S,S,475,PRETA,FEMININO,DEFERIDO,SUPLENTE
829,PROFESSOR EDUARDO FRANCISCO,Eduardo Francisco,1216035405102837,São Paulo,SP,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,1661,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
516,MAURO KOVTUN,Mauro Kovtun,1187753594633302,São Paulo,SP,25,14,DEM,S,S,S,S,S,S,S,N,S,N,S,N,S,S,496,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
493,Cadu,Cadu Carlos Eduardo,1341418632565008,Florianópolis,SC,13,90,PT,S,S,S,S,S,S,S,S,S,S,S,S,S,S,1161,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
700,Vinagre,José Vinagre,10153892370417286,Bauru,SP,65,91,PC do B,S,S,S,S,S,S,S,S,S,S,S,S,S,S,134,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
649,Professora Fabiane,Fabiane Carvalho,979174358875051,Nova Odessa,SP,13,90,PT,S,N,S,S,S,S,S,N,S,N,S,S,S,S,268,BRANCA,FEMININO,DEFERIDO,SUPLENTE
781,Danilo da La Paz,Danilo Otero,1044822398919282,São Caetano do Sul,SP,90,37,PROS,S,S,N,S,S,S,S,N,S,N,S,S,S,S,110,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
290,Héverton Figueiredo 13013,Héverton Angelo Caldas de Figueiredo,955795274563841,Volta Redonda,RJ,13,90,PT,N,N,N,N,S,N,S,S,S,N,S,S,S,S,57,BRANCA,MASCULINO,DEFERIDO,NÃO ELEITO
719,Professor Chicão,Francisco Oliveira Chicão,1197832953609217,Santo André,SP,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,949,PARDA,MASCULINO,DEFERIDO,NÃO ELEITO
529,Dida Dias,Aldenir Dida Dias,1205715626154181,Santos,SP,50,100,PSOL,S,S,S,S,S,S,S,S,S,S,S,S,S,S,606,PRETA,FEMININO,DEFERIDO,NÃO ELEITO
134,Rodrigo cuia,Rodrigo Cuia,187793288319808,Contagem,MG,31,30,PHS,S,N,S,N,S,S,S,N,N,N,N,N,S,S,164,PARDA,MASCULINO,DEFERIDO,NÃO ELEITO
121,Professor Filipe,Filipe Dos Santos,1261739013865648,Barbacena,MG,13,90,PT,S,S,S,S,S,S,S,S,S,S,S,S,S,S,530,BRANCA,MASCULINO,DEFERIDO,SUPLENTE
